Name,Address,Postcode,Type,Latitude,Longitude,Category,Rating
The Rye Grill & Bar,1 Station Plz,10580,brunch,40.985327,-73.683846,restaurant,4
Sunrise Pizzeria,7 Purdy Ave,10580,italian,40.984774,-73.684211,restaurant,4.5
Le Pain Quotidien,30 Purchase St,10580,brunch,40.98283614,-73.68421376,restaurant,4.5
Rafele Rye,26 Purchase St,10580,italian,40.98254516,-73.6842842,restaurant,3
Poppy's Cafe,27 Purchase St,10580,american,40.98247677,-73.68437886,restaurant,3.5
The Pureganic Cafe,46 Purchase St,10580,brunch,40.98328,-73.68446,restaurant,4
Bareburger,50 Purchase St,10580,brunch,40.9834429,-73.68456633,restaurant,4
Water Moon,66 Purchase St,10580,seafood,40.98440024,-73.68466352,restaurant,4
Aurora Ristorante,60 Purchase St,10580,pizza,40.9837989,-73.684689,restaurant,4
Frankie & Johnnie's Steakhouse,77 Purchase St,10580,american,40.9845663,-73.68492,restaurant,5
Village Social - Kitchen & Bar,67 Purchase St,10580,pizza,40.98412142,-73.68500813,restaurant,4
Al Dente Pizzeria & Restaurant,7 Elm Pl,10580,italian,40.9832765,-73.6851865,restaurant,4.5
Härth Restaurant,699 Westchester Ave,10573,brunch,41.009537,-73.687843,restaurant,4.5
Oakland Beach Deli,520 Milton Rd,10580,italian,40.96257019,-73.68824005,restaurant,4
The Cafe at PepsiCo,700 Anderson Hill Rd,10577,american,41.034748,-73.693352,restaurant,4.5
Moderne Barn,430 Bedford Rd,10504,seafood,41.126078,-73.695402,restaurant,4
Nick's Pizza & Ice Cream,405 Bedford Rd,10504,dessert,41.125209,-73.695643,restaurant,4.5
The Tavern at Whitby Castle,330 Boston Post Rd,10580,american,40.9598022,-73.7011169,restaurant,4.5
Cobble Stone,620 Anderson Hill Rd,10577,brunch,41.03764,-73.70309,restaurant,4
Tredici NORTH,578 Anderson Hill Rd,10577,dessert,41.0372,-73.70711,restaurant,4.5
Made in Asia,111 Bedford Rd,10504,seafood,41.12403,-73.709359,restaurant,4.5
Kitchen 273,111 Bedford Rd,10504,dessert,41.12403,-73.70936,restaurant,4
Insalata & Pomidoro,111 Bedford Rd,10504,pizza,41.12443225,-73.71053508,restaurant,4
Trattoria Vivolo,301 Halstead Ave,10528,seafood,40.96891,-73.71137,restaurant,4
Kira Asian Bistro + Sushi Bar,575 Main St,10504,seafood,41.13329,-73.71186,restaurant,4.5
Beascakes Bakery,575 Main St,10504,dessert,41.13329,-73.71186,restaurant,4
The Granola Bar of Armonk,575 Main St,10504,brunch,41.132321,-73.712532,restaurant,4.5
Sofia's Pizza & Restaurant,212 Harrison Ave,10528,italian,40.96758875,-73.7125823,restaurant,4
Tauk,402 Main St,10504,seafood,41.12581,-73.71281,restaurant,3.5
273 Kitchen,273 Halstead Ave,10528,dessert,40.96868,-73.71293,restaurant,5
DeCicco & Sons - Armonk,17 Maple Ave,10504,seafood,41.12599632,-73.71304781,restaurant,4.5
Dimitris Gyro Grill,267 Halstead Ave,10528,american,40.9683599,-73.71321,restaurant,4.5
Porta Napoli Ristorante & Bar,261 Halstead Ave,10528,italian,40.96823,-73.7135,restaurant,4
Lenny's North Seafood and Steakhouse,386 Main St,10504,italian,41.12535,-73.7137599,restaurant,4
Schriefer's Armonk Deli & Catering,459 Main St,10504,american,41.12803,-73.7138499,restaurant,4
Tazza Cafe,382 Main St,10504,dessert,41.125279,-73.7139158,restaurant,4.5
Harrisons Pizza & Pasta,248 Halstead Ave,10528,italian,40.96821,-73.71428,restaurant,4
Broadway North Pizzeria,393 Main St,10504,italian,41.12566,-73.71459,restaurant,4.5
Amore Pizzeria & Italian Kitchen,1 Kent Pl,10504,italian,41.1249367,-73.7148396,restaurant,4
Indi-Q Indian Bistro & BBQ,61 Old Route 22,10504,brunch,41.11973026,-73.71791411,restaurant,3.5
The Good Table,1 Manhattanville Rd,10577,american,41.0235367,-73.7180252,restaurant,4
Piero's,123 Halstead Ave,10528,seafood,40.9647896,-73.7185582,restaurant,4.5
Zero Otto Nove,55 Old Route 22,10504,pizza,41.1182852,-73.718661,restaurant,4
The Beehive,30 Old Rt 22,10504,seafood,41.1177,-73.71914,restaurant,4
Gus's Franklin Park Restaurant,126 Halstead Ave,10528,brunch,40.964857,-73.71916,restaurant,5
"Colonial Farmhouse Restoration Society of Bellerose, Inc.",73-50 Little Neck Parkway,11004,Museum,40.748163,-73.719431,cultural_center,-1
Wellington Restaurant,110 Halstead Ave,10528,american,40.964493,-73.719757,restaurant,4
Wellington's Grill,110 Halstead Ave,10528,seafood,40.96445,-73.71983,restaurant,4.5
Gavi Restaurant,15 Old Rt 22,10504,italian,41.11704,-73.7204,restaurant,3
North Street Tavern & Wood Fired Pizza,1128 North St,10605,brunch,41.0016979,-73.7274275,restaurant,4.5
Bistro 25,1128 North St,10605,american,41.00199561,-73.72783758,restaurant,4.5
Abeetz,null,10605,dessert,41.0112762,-73.7419017,restaurant,4
"Quintet of the Americas, Inc.",15 Circle Road,11363,Music,40.771316,-73.747065,cultural_center,-1
"Community Center of the Rockaway Peninsula, Inc.",257 Beach 17th Street,11691,Music,40.596751,-73.751147,cultural_center,-1
Jewish Community Council of the RockawayPeninsula,1525 Central Avenue,11691,Music,40.605645,-73.751391,cultural_center,-1
"Sol Zim Jewish Enrichment Music Foundation, Inc.",85-39 213th Street,11427,Music,40.729329,-73.755894,cultural_center,-1
"Citizens Against Recidivism, Inc.",137-58 Thurston St,11413,Visual Arts,40.673254,-73.760079,cultural_center,-1
"Caribbean American Repertory Theatre, Inc.",114-13 Ovid Place,11412,Theater,40.697103,-73.766546,cultural_center,-1
"Black Spectrum Theatre Company, Inc.","119-07 Merrick Boulevard, 2nd Floor",11434,Theater,40.685612,-73.772853,cultural_center,-1
"Oratorio Society of Queens, Inc.",33-19 210th Street,11361,Music,40.770661,-73.77808,cultural_center,-1
"After School Rocks, Inc.",187-08 Union Turnpike,11366,Music,40.728972,-73.781866,cultural_center,-1
City Island Theater Group,"160 Pilot Street, #127",10464,Theater,40.841299,-73.783771,cultural_center,-1
"Focal Point Press, Ltd.",321 City Island Avenue,10464,Visual Arts,40.847587,-73.786631,cultural_center,-1
"King Manor Association of Long Island, Inc.","90-04 161 Street, Ste. 704",11432,Museum,40.705199,-73.799278,cultural_center,-1
Bartow-Pell Landmark Fund,895 Shore Road,10464,Museum,40.875733,-73.80166,cultural_center,-1
Forest Hills Symphony Orchestra,160-08 25th Drive,11358,Music,40.774149,-73.803558,cultural_center,-1
Marrizzang,4237 162nd St,11358,korean,40.759103,-73.803871,restaurant,4.5
Dokdoya,161-29 Crocheron Ave,11358,seafood,40.7626895,-73.804204,restaurant,4
"Korean Traditional Marching Band, Inc.",45-19 162 Street,11358,Music,40.755665,-73.804616,cultural_center,-1
Gopchang Story BBQ,160-18 Northern Blvd,11358,seafood,40.762706,-73.8053579,restaurant,4.5
Punjabi Indian & American Restaurant,160-20 46th Ave,11358,indian,40.75367,-73.80602,restaurant,3.5
Sonamu House,158-15 Northern Blvd,11358,korean,40.7636,-73.80679,restaurant,4
Long Island String Quartet,1434 155th Street,11357,Music,40.788512,-73.806795,cultural_center,-1
Doraon 1.5 Dak Galbi,158-03 Northern Blvd,11358,korean,40.76331061,-73.80701132,restaurant,5
Sakura,124 Fifth Ave,10803,japanese,40.91284,-73.80861,restaurant,4.5
Mekong Thai & Vietnamese Restaurant,15632 Northern Blvd,11354,vietnamese,40.76317643,-73.80889068,restaurant,4
Pelham Pizza,113 5th Ave,10803,pizza,40.91269774,-73.80903974,restaurant,4.5
Salad Shack,15405 Union Tpke,11367,healthy,40.7199369,-73.8096573,restaurant,4
Jongro BBQ,155-14 Roosevelt Ave,11354,korean,40.7638533,-73.8097835,restaurant,4
Picnic Garden,154-05 Northern Blvd,11354,korean,40.76489,-73.81062,restaurant,4.5
Kun Sohn Korean Noodle House,35-04 154th St,11354,korean,40.7658289,-73.8108625,restaurant,4.5
Bonjuk,152-26 Northern Blvd,11354,korean,40.7646,-73.8121,restaurant,4
Ssam Tong,41-08 149th Pl,11355,korean,40.76206795,-73.8147189,restaurant,5
Bukharian Jewish Theater Vozrozhdeniye,"139-60 85th Drive, Suite 4E",11435,Theater,40.708914,-73.814744,cultural_center,-1
Anthropology Museum of the People of New York,64-19 Kissena Boulevard,11367,Museum,40.737701,-73.81479,cultural_center,-1
Buttumak,150-05 Northern Blvd,11354,korean,40.76544463,-73.81483866,restaurant,4
Han Joo Chik Naeng Myun & BBQ,41-06 149th Pl,11355,korean,40.7620607,-73.8148621,restaurant,4
Goo Gong Tan,40-09 149th Pl,11354,korean,40.76318,-73.81492,restaurant,3.5
Chingunae Pocha,40-03 149th Pl,11354,korean,40.76334,-73.81499,restaurant,4
Joong Koog Jip,149-08 41st Ave,11355,korean,40.76193,-73.81533,restaurant,4
Mike and Maggie's Pizzeria,1527 149th St,11357,pizza,40.786347,-73.8159809,restaurant,3.5
Pane & Gelato,290 White Plains Rd,10709,dessert,40.9492706,-73.8178593,restaurant,4
Ikko Hibachi Sushi Asian Bistro,3938 E Tremont Ave,10465,japanese,40.82122,-73.81874,restaurant,4.5
Godwin Ternbach Museum,"Queens College, 405 Klapper Hall",11367,Museum,40.736392,-73.818882,cultural_center,-1
Queens Symphony Orchestra,c/o Queens College,11367,Music,40.736392,-73.818882,cultural_center,-1
Mommy's Hand,146-02 34th Ave,11354,korean,40.7671,-73.8208,restaurant,5
"Ujamaa Black Theater, Inc.",120 Erskine Place,10475,Theater,40.861339,-73.82147,cultural_center,-1
Pearl Garden,14508 14th Ave,11357,chinese,40.786695,-73.8219,restaurant,5
JAN CHI MA EUL,41-65 Bowne St,11355,korean,40.75778104,-73.82256176,restaurant,3.5
New Asian Food,140-13 Cherry Ave,11355,indian,40.75407252,-73.82259697,restaurant,4.5
Sam Won Gahk,144-20 Northern Blvd,11354,korean,40.76459762,-73.82273505,restaurant,4
Queens Historical Society,143-35 37th Avenue,11354,Museum,40.763513,-73.823649,cultural_center,-1
Casa Restaurant & Lounge,3607 E Tremont Ave,10465,brunch,40.82904,-73.82429,restaurant,4
GUPJI,149-11A 41st Ave,11355,seafood,40.75945,-73.82558,restaurant,5
Taqueria Lupita,3550 E Tremont Ave,10465,mexican,40.82996,-73.825798,restaurant,5
Asian Gourmet,57-11 Main St,11355,vietnamese,40.7461675,-73.8261072,restaurant,4
San Soo Kap San,38-13 Union St,11354,korean,40.76129,-73.82665,restaurant,4
Gahwa Korean Restaurant,29-32 Union St,11354,korean,40.7713025,-73.8267556,restaurant,3.5
Nutmeg,64 Main St,10707,dessert,40.95002749,-73.82697567,restaurant,4
Wah Yoan Chinese Kitchen,3486 E Tremont Ave,10465,chinese,40.83134,-73.82717,restaurant,4
Jjang Cooks,136-71 Roosevelt Ave,11354,korean,40.7603375,-73.8275927,restaurant,4.5
Alley 41,136-45 41st Ave,11355,chinese,40.75911,-73.828,restaurant,4.5
Jin Da Lai,35-30 Union St,11354,korean,40.76454462,-73.82816659,restaurant,5
Doshirak Box,136-31 Roosevelt Ave,11354,korean,40.76019,-73.8291,restaurant,4.5
Thai Express,136-20 Roosevelt Ave,11354,thai,40.75933,-73.8291799,restaurant,4.5
Happy Wheelie 開心紅豆餅,136-21 Roosevelt Ave,11354,dessert,40.76012,-73.82941,restaurant,4
Spring Shabu-Shabu,136-20 38th Ave,11354,seafood,40.76095271,-73.82957732,restaurant,4
"Lewis Howard Latimer Fund, Inc.",34-41 137th Street,11354,Museum,40.765923,-73.829621,cultural_center,-1
Thai Express,37-11 Main St,11354,thai,40.7613775,-73.8303723,restaurant,4.5
Tiger Sugar,4010 Main St,11354,dessert,40.75918,-73.83041,restaurant,3.5
Dyre Fish Market,3828 Dyre Ave,10466,seafood,40.88888,-73.83094,restaurant,4
Magna Restaurant,3525 Farrington St,11354,italian,40.76371,-73.831117,restaurant,4
Amber Sushi Asian Bistro,2960 Middletown Rd,10461,vietnamese,40.84292835,-73.8312765,restaurant,4
Best Chinese Restaurant,4004A Boston Rd,10475,chinese,40.88447,-73.8315,restaurant,4
Orrico's Italian Restaurant,3019 Westchester Ave,10461,italian,40.8476994,-73.8318208,restaurant,3
Dunhuang BBQ 敦煌烤肉,13351 37th Ave,11354,chinese,40.76124498,-73.83193499,restaurant,4.5
Szechwan Absolute 绝对四川,39-16 Prince St,11354,chinese,40.75924,-73.8326,restaurant,4
Szechuan Mountain House,39-16 Prince St,11354,chinese,40.75939303,-73.83260383,restaurant,4
Good  Harvest,133-42 39th Ave,11354,seafood,40.75929,-73.83265,restaurant,4
Kakurega Sushi,133-44 37th Ave,11354,japanese,40.760567,-73.833354,restaurant,4
KYURAMEN,133-42 37th Ave,11354,japanese,40.76051,-73.83339,restaurant,4
Blue Moon Mexican Café,7-27 Pondfield Rd,10708,mexican,40.94199465,-73.83420537,restaurant,4
Havana Cafe,3151 E Tremont Ave,10461,brunch,40.837901,-73.834364,restaurant,4
Sacred Music Chorale of Richmond Hill,86-20 114th Street,11418,Music,40.699105,-73.835259,cultural_center,-1
Park 143 Bistro & Fish,143 Parkway Rd,10708,seafood,40.9411507,-73.8359332,restaurant,4
Frank's Pizzeria,2823 Middletown Rd,10461,pizza,40.84359448,-73.83596537,restaurant,4
Da Franco & Tony Ristorante,2815 Middletown Rd,10461,italian,40.843635,-73.836135,restaurant,4
Dumpling + Noodle,26 Palmer Ave,10708,thai,40.9413694,-73.8374813,restaurant,4.5
Ladle of Love,18 Palmer Ave,10708,healthy,40.9412911,-73.8376173,restaurant,3.5
Sarku Japan,815 Hutchinson River Pkwy,10465,japanese,40.82349382,-73.8379064,restaurant,4
Nick’s Pizza,108-26 Ascan Ave,11375,pizza,40.71803401,-73.84057168,restaurant,4
Ole Mexican Grille,126-11 15th Ave,11356,mexican,40.7851077,-73.8419311,restaurant,4
5 Burro Cafe,72-05 Austin St,11375,mexican,40.71924642,-73.84225528,restaurant,3.5
Shanghai Red Asian Latin Bistro,127 Westchester Sq,10461,brunch,40.84016203,-73.84250956,restaurant,4
Red Pipe Cafe,71-60 Austin St,11375,healthy,40.71933073,-73.84275939,restaurant,4
Cestra's Pizza,44 Westchester Sq,10461,pizza,40.841423,-73.8431588,restaurant,4
"Queens Theatre in the Park, Inc.",14 United Nations Avenue South,11368,Theater,40.744535,-73.844339,cultural_center,-1
Vegans Delight,3565 Boston Rd,10469,healthy,40.87852,-73.84436,restaurant,4
Monte Grab & Go Market,1790 Eastchester Rd,10461,vietnamese,40.84880931,-73.84471212,restaurant,4
Manuel's Fish Market,2724 E Tremont Ave,10461,seafood,40.8422399,-73.84507,restaurant,3
Bangkok Cuisine,10718 70th Rd,11375,thai,40.720954,-73.845238,restaurant,4.5
Valerio Juice Bar & Vegan Food,14-39 College Point Blvd,11356,healthy,40.7846189,-73.8456075,restaurant,4
Kai Sushi Asian Fusion,1475 Williamsbridge Rd,10461,thai,40.84362,-73.84565,restaurant,4
Carniceria Y Taqueria  El Novillo,14-33 College Point Blvd,11356,mexican,40.78452188,-73.84569084,restaurant,4.5
Long King House,15-26 College Point Blvd,11356,chinese,40.78349,-73.84591,restaurant,4
Ozzies ice cream & things,212 West 1st St,10550,dessert,40.90908,-73.84598,restaurant,4.5
Martha’s Country Bakery,70-28 Austin St,11375,dessert,40.72038,-73.84604,restaurant,3.5
Blue Tijuana,15-24 College Point Blvd,11356,mexican,40.783534,-73.846121,restaurant,4
Little Pepper,18-24 College Point Blvd,11356,chinese,40.78245,-73.84618,restaurant,4
Sushi Yasu,70-11 Austin St,11375,japanese,40.720967,-73.846356,restaurant,4
Mint's Thai Kitchen,70-15A Austin St,11375,thai,40.7207703,-73.8464027,restaurant,3.5
Westchester Square Art Center,2616 East Tremont Avenue,10461,Visual Arts,40.843115,-73.846559,cultural_center,-1
New York Kids Theatrical Alliance,3467 Eastchester Road #6D,10469,Theater,40.878072,-73.846944,cultural_center,-1
Eddie's Sweet Shop,105-29 Metropolitan Ave,11375,dessert,40.71009,-73.84728,restaurant,4
Dante's Pizza,105-03 Metropolitan Ave,11375,pizza,40.710159,-73.84821743,restaurant,4
Nicks Bistro,104-20 Metropolitan Ave,11375,seafood,40.709937,-73.84830589,restaurant,4
Pizza Italia,772 Castle Hill Ave,10473,pizza,40.8228,-73.84867,restaurant,4
Katsuno,103-01 Metropolitan Ave,11375,japanese,40.71041167,-73.84992032,restaurant,3.5
Best Deli & Grill,1033 Castle Hill Ave,10472,healthy,40.82842,-73.85043,restaurant,4.5
King Fresh Seafood,2241 Westchester Ave,10462,seafood,40.83448,-73.85068003,restaurant,3.5
Estrellita Poblana,2231 Westchester Ave,10462,mexican,40.83446,-73.85084,restaurant,4.5
House Of Flava’,920A E 233rd St,10466,seafood,40.89116,-73.85088,restaurant,4.5
Marisco Centro Seafood Restaurant & Fish Market,1160 Castle Hill Ave,10462,seafood,40.83156,-73.85095,restaurant,3.5
Melanie's Roti & Grill Restaurant,1248 Castle Hill Ave,10462,indian,40.8333,-73.851045,restaurant,4.5
Jenny's Roti Shop,1262 Castle Hill Ave,10462,indian,40.83379364,-73.85115051,restaurant,4
Vegan Grill,1201 Castle Hill Ave,10462,healthy,40.831996,-73.851316,restaurant,5
Havana Cafe,1247 Castle Hill Ave,10462,brunch,40.83310002,-73.85161009,restaurant,4.5
The Healthy Kitchen,1135C Morris Park Ave,10461,healthy,40.85035,-73.851727,restaurant,3.5
Sugetto,1279 Castle Hill Ave,10462,italian,40.8338,-73.85173,restaurant,4.5
"Artist's Theatre Repertory Ensemble, Inc.",6776 Booth St,11375,Theater,40.724783,-73.851965,cultural_center,-1
Lillian Pizzeria,9601 69th Ave,11375,pizza,40.7169777,-73.85229866,restaurant,4
"Blue Pipa, Inc.",68-39 Harrow Street,11375,Music,40.717143,-73.853122,cultural_center,-1
Sabor Latino Seafood Restaurant,2161 Starling Ave,10462,seafood,40.8365,-73.85314,restaurant,4
Patricia's,1082 Morris Park Ave,10461,pizza,40.84912,-73.8533099,restaurant,3.5
Roast & Co,100-12 Queens Blvd,11375,healthy,40.72639,-73.85339,restaurant,4.5
Burger Time,1080 Morris Park Ave,10461,healthy,40.84906006,-73.85341644,restaurant,4
"Alliance of Queens Artists, Inc.",99-10 Metropolitan Avenue,11375,Visual Arts,40.71086,-73.853439,cultural_center,-1
Kiraku Sushi,1948 Williamsbridge Rd,10461,japanese,40.8532877,-73.8534942,restaurant,5
Enzo's Of Williamsbridge,1998 Williamsbridge Rd,10461,italian,40.85413,-73.85412,restaurant,3
Silk Cakes,98-14 Metropolitan Ave,11375,dessert,40.71074,-73.85419,restaurant,4.5
Sorrento Pizzeria,2004 Williamsbridge Rd,10461,pizza,40.85447,-73.85438,restaurant,4.5
"Bukharian Jewish Theater Studio, Inc.",99-37 64th Road,11374,Theater,40.730758,-73.854394,cultural_center,-1
H.I.M Ital Health Food Market,4374B White Plains Rd,10466,healthy,40.89776114,-73.85477073,restaurant,4
Al Aqsa Restaurant,2107 Starling Ave,10462,indian,40.83623,-73.85483,restaurant,4.5
Premium Sweets & Restaurant,2104 Starling Ave,10462,indian,40.8359499,-73.85487,restaurant,4
Taqueria Tlaxcalli,2103 Starling Ave,10462,mexican,40.83622,-73.85488,restaurant,4
Forest Hills Indian Cuisine,7151 Yellowstone Blvd,11375,indian,40.7212239,-73.8549107,restaurant,4
Khalil Biryani House,1445 Olmstead Ave,10462,indian,40.83531577,-73.85505917,restaurant,3
Venezia Pizzeria,1115 Astor Ave,10469,pizza,40.85993,-73.85515,restaurant,4
Don Tequila Urban Cantina,83-38 Woodhaven Blvd,11385,mexican,40.7022312,-73.85570381,restaurant,4
Grand Sichuan NY II,98-108 Queens Blvd,11374,chinese,40.72743818,-73.85570884,restaurant,4
Mr Q's Chinese Restaurant,2115 Williamsbridge Rd,10461,chinese,40.85579,-73.85576,restaurant,4.5
Park Side Restaurant,107-01 Corona Ave,11368,italian,40.743843,-73.856118,restaurant,4.5
Yard House,237 Market St,10701,vietnamese,40.963557,-73.856217,restaurant,4
Carifesta Restaurant,4251 White Plains Rd,10466,indian,40.89485,-73.8568,restaurant,4
Ali's Roti Shop,4220 White Plains Rd,10466,indian,40.894,-73.85684,restaurant,4
Cienega Las Tlayudas de Oaxaca Mexican Cuisine,10432 Corona Ave,11368,mexican,40.74369,-73.85759,restaurant,3.5
Loong Xin Asian cuisine,670 E 233rd St,10466,thai,40.8935462,-73.85849901,restaurant,4.5
Mr-Pizza,1448 E Ave,10462,pizza,40.83623814,-73.86029774,restaurant,4.5
"Elmcor Youth & Adult Activities, Inc.",33-16 108 Street,11368,Music,40.757429,-73.860938,cultural_center,-1
Chandni Chowk Restaurant,2570 Bronxwood Ave,10469,indian,40.86531,-73.8613699,restaurant,4
Louis Armstrong House,34-56 107th Street,11368,Museum,40.754932,-73.861398,cultural_center,-1
La Catrina Restaurant,825 Morris Park Ave,10462,american,40.84631,-73.86161,restaurant,4.5
F & J Pine Restaurant,1913 Bronxdale Ave,10462,italian,40.848685,-73.862069,restaurant,5
Mesa Maya,837D Midland Ave,10704,mexican,40.93547,-73.86217,restaurant,4
Agra Grill,3835 White Plains Rd,10467,indian,40.88465,-73.86244,restaurant,4
Lash West Indian And American Cuisine,800 Burke Ave,10467,indian,40.87122,-73.8632,restaurant,4
BlackSea Fish & Grill,95-36 Queens Blvd,11374,seafood,40.7301,-73.863538,restaurant,4
Sai,95-34 Queens Blvd,11374,japanese,40.73012,-73.8636,restaurant,4.5
